Titre : Paiements;;;;;;;;;;;;;;;;
Compte client : 78569-MELJAC-Standard-Domestique-EUR;;;;;;;;;;;;;;;;
Export réalisé le : 21/03/2024;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Raison sociale;SIREN;NIC;Code acheteur;Ma référence;Mode de paiement;Date de saisie;Montant (EUR);Montant affecté (EUR);Solde;Statut;Numéro de paiement;Date d'échéance;Motif de non affectation;Nom du donneur d'ordre;Numéro du document;Type de document
LCRB BAT;537545394;42;6445307;878;Virement;26/05/2023;882,21;882,21;0;Paiement affecté;68109574;-;;SARL LC DECO                       ;202302790;Facture
LCRB BAT;537545394;42;6445307;878;Virement;26/05/2023;769,58;753,8;15,78;Paiement non affecté;67939241;-;Excédent sur règlement 202302790 TRF CGD ON LINE;SARL LC DECO                       ;;Facture
JEUX DE LUMIERE;489582320;29;4646611;850;Virement;26/05/2023;15 030,23;15 030,23;0;Paiement affecté;68114170;-;;S.A.R.L. JEUX DE LUMIERE           ;plusieurs documents associées;SOLDE
BITAROFF;498974146;17;4744956;227;Virement;26/05/2023;339,46;339,46;0;Paiement affecté;68114174;-;;BITAROFF                           ;202303171;Facture
BITAROFF;498974146;17;4744956;227;Virement;26/05/2023;1 007,15;1 007,15;0;Paiement affecté;68114171;-;;BITAROFF                           ;202303154;Facture
CDE;422767921;22;6733441;1944;Virement;26/05/2023;567,29;567,29;0;Paiement affecté;68114173;-;;C D E  SARL                        ;202302749;Facture
ABRIAL JEAN HUGUES;342494721;18;5538150;43;Virement;25/05/2023;483,27;483,27;0;Paiement affecté;68109576;-;;MR    ABRIAL JEAN OU MME           ;plusieurs documents associées;SOLDE
STUDIO ON;812801199;17;5097886;10437;Virement;25/05/2023;3 570,86;3 570,86;0;Paiement affecté;68109572;-;;SARL STUDIO ON                     ;202303449;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;25/05/2023;228,42;228,42;0;Paiement affecté;68109580;-;;SARL STUDIO ON                     ;202303447;Facture
FONCIERE DU ROND POINT;398477646;51;5171877;659;Virement;25/05/2023;381,28;381,28;0;Paiement affecté;68109578;-;;FORUM PATRIMOINE                   ;202304485;Facture
CABANES BARTHEROTTE & FRERES;450008578;20;5916892;3278;Virement;24/05/2023;5,39;5,39;0;Paiement affecté;68101714;-;;CABANES BARTHEROTTE   FRERES       ;202302359;Facture
G & D CONCEPTS;449606565;41;6598447;5316;Virement;24/05/2023;2 700,00;2 700,00;0;Paiement affecté;68101710;-;;G   D CONCEPTS                     ;68101710;Rétrocession d'un crédit
G & D CONCEPTS;449606565;41;6598447;5316;Virement;24/05/2023;242,5;242,5;0;Paiement affecté;68101712;-;;G   D CONCEPTS                     ;68101712;Rétrocession d'un crédit
HENRI;702016452;22;5339496;778;Virement;23/05/2023;297,03;297,03;0;Paiement affecté;68086833;-;;ETS HENRI                          ;plusieurs documents associées;SOLDE
ERP;822899787;37;6657806;10919;Virement;23/05/2023;62,35;62,35;0;Paiement affecté;68086834;-;;ERP SARL                           ;202301916;Facture
CEF YESSS ELECTRIQUE;319883344;115;900468;;Chèque;22/05/2023;106,45;106,45;0;Paiement affecté;68079567;-;;                                   ;202301742;Facture
LUMIDIS;382537504;13;4640861;502;Virement;22/05/2023;9 721,12;9 721,12;0;Paiement affecté;68079571;-;;LUMIDIS                            ;202301265;Facture
ANGE ET LUX;491308474;23;4640864;8279;Virement;22/05/2023;806,4;806,4;0;Paiement affecté;68079568;-;;ANGE ET LUX                        ;202302548;Facture
ANGE ET LUX;491308474;23;4640864;8279;Virement;22/05/2023;46,08;46,08;0;Paiement affecté;68079569;-;;ANGE ET LUX                        ;202302894;Facture
DAEM;999373996;98000;5074914;;Virement;22/05/2023;150;150;0;Paiement affecté;68070534;-;;DISTRIBUTION D APPAREILLAGE ELECTRI;202302112;Facture
HOTEL DU CAP EDEN ROC;35520022;19;7051021;14286;Virement;22/05/2023;10 737,10;10 737,10;0;Paiement affecté;68079570;-;;HOTEL DU CAP EDEN ROC              ;202302477;Facture
VALENTE DESIGN;481328904;26;4640845;1518;Virement;19/05/2023;63 993,10;63 993,10;0;Paiement affecté;68070529;-;;VALENTE DESIGN                     ;plusieurs documents associées;SOLDE
VIBERT ECLAIRAGE;491158127;36;4640866;4085;Virement;19/05/2023;386,31;386,31;0;Paiement affecté;68070532;-;;SARL  VIBERT ECLAIRAGE             ;plusieurs documents associées;SOLDE
TSEE FRANCE;799155858;19;6211145;1449;Virement;19/05/2023;5 138,10;5 138,10;0;Paiement affecté;68070530;-;;TSEE FRANCE                        ;plusieurs documents associées;SOLDE
ERGELEC SERVICE;408577849;24;7001294;2478;Virement;19/05/2023;620,21;620,21;0;Paiement affecté;68070531;-;;SOCIETE ERGELEC SERVICE            ;202302104;Facture
OBJECTIF LUMIERE;821619921;17;5232333;10396;Virement;17/05/2023;33,05;33,05;0;Paiement affecté;68051148;-;;SARL OBJECTIF LU                   ;202301647;Facture
OBJECTIF LUMIERE;821619921;17;5232333;10396;Virement;17/05/2023;5 213,50;5 213,50;0;Paiement affecté;68051143;-;;SARL OBJECTIF LU                   ;202301725;Facture
CLEMANCON;322134107;42;5282692;7443;Virement;17/05/2023;31,94;31,94;0;Paiement affecté;68051150;-;;CLEMANCON                          ;202206233;Facture
CEGELEC PAYS DE SAVOIE;537915241;21;7155981;3076;Virement;17/05/2023;243,26;243,26;0;Paiement affecté;68051146;-;;CEGELEC PAYS DE SAVOIE             ;202301735;Facture
BETTIN INSTALLATIONS ELECTRIQUES;481012409;19;7367054;2334;Virement;17/05/2023;481,56;481,56;0;Paiement affecté;68051145;-;;BETTIN INSTAL                      ;202302481;Facture
REXEL FRANCE;309304616;860;4665279;1344;Virement;16/05/2023;7 573,89;7 573,89;0;Paiement affecté;68033362;-;;REXEL FRANCE                       ;plusieurs documents associées;SOLDE
SONEPAR IDF - MALAKOFF;572186989;180;4665282;285;Virement;16/05/2023;6 140,91;6 140,91;0;Paiement affecté;68033364;-;;SONEPAR FRANCE DISTRIBUTION        ;plusieurs documents associées;SOLDE
MEURICE S.P.A;345034904;10;5596457;789 MEURICE;Virement;16/05/2023;11 959,39;11 959,39;0;Paiement affecté;68033360;-;;MEURICE S P A                      ;68033360;Rétrocession d'un crédit
ETS JEAN GRANIOU;958803553;97;5767532;739;Virement;16/05/2023;1 695,73;1 695,73;0;Paiement affecté;68033366;-;;ETABLISSEMENTS  JEAN  GRANIOU      ;plusieurs documents associées;SOLDE
G & D CONCEPTS;449606565;41;6598447;5316;Virement;16/05/2023;458,62;458,62;0;Paiement affecté;68017350;-;;G   D CONCEPTS                     ;68017350;Rétrocession d'un crédit
LUMIDIS;382537504;13;4640861;502;Virement;15/05/2023;16 436,30;16 436,30;0;Paiement affecté;68026859;-;;LUMIDIS                            ;plusieurs documents associées;SOLDE
BITAROFF;498974146;17;4744956;227;Virement;15/05/2023;79,79;79,79;0;Paiement affecté;68026864;-;;BITAROFF                           ;202302857;Facture
ASSA ABLOY HOSPITALITY;323946863;61;6542137;10085;Virement;15/05/2023;233,81;233,81;0;Paiement affecté;68026863;-;;ASSA ABLOY GLOBAL SOLUTIONS FRANCE ;202302157;Facture
MES INTERNATIONAL;997833991;98000;6748003;;Virement;15/05/2023;7 949,03;7 949,03;0;Paiement affecté;68017348;-;;M.E.S. INTERNATIONAL               ;plusieurs documents associées;SOLDE
MES INTERNATIONAL;997833991;98000;6748003;;Virement;15/05/2023;2 894,10;2 894,10;0;Paiement affecté;68026861;-;;MONACO ELECTRICITE SYSTEME SAM     ;plusieurs documents associées;SOLDE
GUINIER GENIE ELECTRIQUE;334851755;51;4796677;754;Virement;12/05/2023;353,46;353,46;0;Paiement affecté;68017351;-;;GUINIER GENIE ELECTRIQUE           ;202301646;Facture
ROGER DUBOIS SAS;552078636;40;4702812;1274;Virement;11/05/2023;579,26;579,26;0;Paiement affecté;68009208;-;;ROGER DUBOIS SARL                  ;202301739;Facture
ROGER DUBOIS SAS;552078636;40;4702812;1274;Virement;11/05/2023;589,25;589,25;0;Paiement affecté;68009207;-;;ROGER DUBOIS SARL                  ;202301978;Facture
ROGER DUBOIS SAS;552078636;40;4702812;1274;Virement;11/05/2023;189,98;189,98;0;Paiement affecté;68009210;-;;ROGER DUBOIS SARL                  ;202302354;Facture
WITO;527572572;32;7042397;8996;Virement;11/05/2023;442,2;442,2;0;Paiement affecté;68009209;-;;WITO                               ;plusieurs documents associées;SOLDE
ESPACE LUMIERE;309931830;33;4641961;610;Virement;10/05/2023;245,48;245,48;0;Paiement affecté;67998578;-;;ESPACE LUMIERE                     ;plusieurs documents associées;SOLDE
ELECTRICITE JP FAUCHE;308250570;188;4746064;8901;Eclatement de cash crédit;10/05/2023;746,54;746,54;0;Paiement affecté;67998574;-;;                                   ;202301935;Facture
DELUX;500478813;16;4777577;479;Virement;10/05/2023;4 440,70;4 440,70;0;Paiement affecté;67998575;-;;DELUX                              ;plusieurs documents associées;SOLDE
HENRI;702016452;22;5339496;778;Virement;10/05/2023;820,5;820,5;0;Paiement affecté;67998577;-;;ETS HENRI                          ;plusieurs documents associées;SOLDE
TSEE FRANCE;799155858;19;6211145;1449;Virement;10/05/2023;3 351,47;3 351,47;0;Paiement affecté;67998576;-;;TSEE FRANCE                        ;plusieurs documents associées;SOLDE
MAWA;499761567;35;6946719;c15096;Eclatement de cash crédit;10/05/2023;22 960,63;22 960,63;0;Paiement affecté;67998574;-;;                                   ;plusieurs documents associées;SOLDE
APOGE E;500131636;44;7112817;7435;Eclatement de cash crédit;10/05/2023;992,82;992,82;0;Paiement affecté;67998574;-;;                                   ;202302216;Facture
SCENEO BOURGOGNE;811503200;24;7350777;10933;Virement;10/05/2023;921,8;921,8;0;Paiement affecté;67998582;-;;COMPTOIR DE NEGOCE D EQUIPEMENTS   ;202302257;Facture
FRANCOIS CUGLIETTA ELECTRICITE;530453760;15;7353323;17248;Eclatement de cash crédit;10/05/2023;5,78;5,78;0;Paiement affecté;67998574;-;;                                   ;202302507;Facture
DURET ELECTRICITE;412337537;44;7365867;2535;Eclatement de cash crédit;10/05/2023;20,53;20,53;0;Paiement affecté;67998574;-;;                                   ;202301287;Facture
LUMITHEQUE;528075625;46;7373761;5299;Virement;10/05/2023;32,22;32,22;0;Paiement affecté;67998580;-;;LUMITHEQUE                         ;202302361;Facture
BALANCE MELJAC;999018989;78569;7777777;;Virement;10/05/2023;24 726,30;24 726,30;0;Paiement affecté;67998574;-;;MELJAC                             ;plusieurs documents associées;SOLDE
LUMIDIS;382537504;13;4640861;502;Virement;09/05/2023;10 121,18;10 121,18;0;Paiement affecté;67985778;-;;LUMIDIS                            ;plusieurs documents associées;SOLDE
STE D'EXPLOITATION MARILLIER;345308365;21;4640874;1003;Virement;09/05/2023;261,83;261,83;0;Paiement affecté;67985787;-;;SARL  SE MARILLIER                 ;202302345;Facture
SR ELECTROTECHNIQUE;488375072;37;4672931;2983;Virement;09/05/2023;7 987,41;7 987,41;0;Paiement affecté;67985782;-;;SOCIETE SR                         ;plusieurs documents associées;SOLDE
PROLUM CHAMPAGNE ARDENNES;501624613;29;4718356;8673;Virement;09/05/2023;9 326,69;9 326,69;0;Paiement affecté;67985780;-;;PROLUM CHAMPAGNE ARDENNES          ;plusieurs documents associées;SOLDE
HENRI COTE D'AZUR;798405072;25;6736215;8829;Virement;09/05/2023;329,32;329,32;0;Paiement affecté;67985786;-;;HENRI COTE D AZUR                  ;202302201;Facture
BALANCE MELJAC;999018989;78569;7777777;;Virement;09/05/2023;3 665,71;3 665,71;0;Paiement affecté;67985784;-;;SARL LC DECO                       ;67985784;Rétrocession d'un crédit
MISE EN SCENE;434895066;34;4665331;7955;Virement;05/05/2023;3 591,21;3 591,21;0;Paiement affecté;67975727;-;;MISE EN SCENE                      ;plusieurs documents associées;SOLDE
GS2E;520563602;25;4669336;4081;Virement;05/05/2023;15,95;15,95;0;Paiement affecté;67975735;-;;GS2E                               ;202302187;Facture
PARIS DESIGN DISTRICT;811849470;26;5128713;9813;Virement;05/05/2023;32,74;32,74;0;Paiement affecté;67975733;-;;PARIS DESIGN DISTRICT              ;202301514;Facture
PARIS DESIGN DISTRICT;811849470;26;5128713;9813;Virement;05/05/2023;103,19;103,19;0;Paiement affecté;67975732;-;;PARIS DESIGN DISTRICT              ;202302116;Facture
PARIS DESIGN DISTRICT;811849470;26;5128713;9813;Virement;05/05/2023;1 763,08;1 763,08;0;Paiement affecté;67975728;-;;PARIS DESIGN DISTRICT              ;202302145;Facture
PARIS DESIGN DISTRICT;811849470;26;5128713;9813;Virement;05/05/2023;28,33;28,33;0;Paiement affecté;67975734;-;;PARIS DESIGN DISTRICT              ;202302144;Facture
PARIS DESIGN DISTRICT;811849470;26;5128713;9813;Virement;05/05/2023;351,88;351,88;0;Paiement affecté;67975731;-;;PARIS DESIGN DISTRICT              ;202302146;Facture
FONCIERE DU ROND POINT;398477646;51;5171877;659;Virement;05/05/2023;381,28;381,28;0;Paiement affecté;67975730;-;;FORUM PATRIMOINE                   ;202302203;Facture
ELP SERVICES;487470163;22;4643823;7618;Virement;04/05/2023;56,75;56,75;0;Paiement affecté;67965747;-;;SARL ELP SERVICES                  ;202301868;Facture
VOLTEX S N;391567823;11;4718351;1552;Virement;04/05/2023;29,93;29,93;0;Paiement affecté;67965749;-;;VOLTEX                             ;202301867;Facture
METRES CARRES;528859085;29;5025795;5575;Virement;04/05/2023;404,62;404,62;0;Paiement affecté;67965745;-;;METRES CARRES                      ;67965745;Rétrocession d'un crédit
BUCHON VINCENT;482375839;16;5246320;1761;Virement;04/05/2023;17,83;17,83;0;Paiement affecté;67965751;-;;SARL  BUCHON VINCENT               ;202302423;Facture
BUCHON VINCENT;482375839;16;5246320;1761;Virement;04/05/2023;478,69;478,69;0;Paiement affecté;67965743;-;;SARL  BUCHON VINCENT               ;202302575;Facture
SAYELEC;392667226;48;6736171;4539;Virement;04/05/2023;333,82;333,82;0;Paiement affecté;67965746;-;;SAYELEC SARL                       ;202302107;Facture
VERNASSA ELECTRICITE;500194188;16;7096087;5792;Virement;04/05/2023;22,97;22,97;0;Paiement affecté;67965750;-;;SARL  VERNASSA ELECTRICITE         ;202302008;Facture
SERRA LUMINAIRE CONTEMPORAIN;420106346;18;4640827;1386;Virement;03/05/2023;3 674,39;3 674,39;0;Paiement affecté;67939236;-;;SARL SERRA                         ;plusieurs documents associées;SOLDE
ANGE ET LUX;491308474;23;4640864;8279;Virement;03/05/2023;872,78;872,78;0;Paiement affecté;67939239;-;;ANGE ET LUX                        ;202301924;Facture
ANGE ET LUX;491308474;23;4640864;8279;Virement;03/05/2023;6 724,49;6 724,49;0;Paiement affecté;67939235;-;;ANGE ET LUX                        ;202301845;Facture
PROLUM OUEST;493567150;21;4665276;1209;Virement;03/05/2023;425,47;425,47;0;Paiement affecté;67939247;-;;PROLUM OUEST                       ;202301768;Facture
PRODHEV;508150042;36;4777587;7104;Virement;03/05/2023;549,52;549,52;0;Paiement affecté;67939245;-;;KONCEPT VYP 2018                   ;202302102;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;03/05/2023;506,75;506,75;0;Paiement affecté;67939246;-;;SARL STUDIO ON                     ;202300333;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;03/05/2023;83,46;83,46;0;Paiement affecté;67939255;-;;SARL STUDIO ON                     ;202301115;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;03/05/2023;298,16;298,16;0;Paiement affecté;67939249;-;;SARL STUDIO ON                     ;202301548;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;03/05/2023;83,46;83,46;0;Paiement affecté;67939257;-;;SARL STUDIO ON                     ;202301547;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;03/05/2023;96,26;96,26;0;Paiement affecté;67939253;-;;SARL STUDIO ON                     ;202302177;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;03/05/2023;190,13;190,13;0;Paiement affecté;67939251;-;;SARL STUDIO ON                     ;plusieurs documents associées;SOLDE
STUDIO ON;812801199;17;5097886;10437;Virement;03/05/2023;99,07;99,07;0;Paiement affecté;67939252;-;;SARL STUDIO ON                     ;202302720;Facture
PARIS DESIGN DISTRICT;811849470;26;5128713;9813;Virement;03/05/2023;229,88;229,88;0;Paiement affecté;67939250;-;;PARIS DESIGN DISTRICT              ;202301522;Facture
PARIS DESIGN DISTRICT;811849470;26;5128713;9813;Virement;03/05/2023;310;310;0;Paiement affecté;67939248;-;;PARIS DESIGN DISTRICT              ;202301717;Facture
OMNILUM;534132444;17;5567723;5464;Virement;03/05/2023;950,57;950,57;0;Paiement affecté;67939238;-;;SARL OMNILUM                       ;plusieurs documents associées;SOLDE
ECLAIRAGE LED DIFFUSION;822114336;16;5766629;12518;Virement;03/05/2023;1 549,12;1 549,12;0;Paiement affecté;67939237;-;;SAS   ECLAIRAGE LED DIFFUSION      ;202301521;Facture
LCRB BAT;537545394;42;6445307;878;Virement;03/05/2023;766,8;766,8;0;Paiement affecté;67939243;-;;SARL LC DECO                       ;202302538;Facture
CEF YESSS ELECTRIQUE;319883344;2095;7300838;17489;Eclatement de cash crédit;03/05/2023;32,86;32,86;0;Paiement affecté;67939234;-;;                                   ;202301491;Facture
BTB GENIE ELECTRIQUE & SERVICE;414894857;39;7306427;3875;Eclatement de cash crédit;03/05/2023;3 278,84;3 278,84;0;Paiement affecté;67939234;-;;                                   ;202301467;Facture
BALANCE MELJAC;999018989;78569;7777777;;Chèque;03/05/2023;3 311,70;3 311,70;0;Paiement affecté;67939234;-;;                                   ;plusieurs documents associées;SOLDE
EIFFAGE ENERGIE SYSTEMES-IDF;420540643;269;4665329;662;Virement;02/05/2023;285,92;285,92;0;Paiement affecté;67925991;-;;EIFFAGE ENERGIE SYSTEMES           ;202301693;Facture
ELECTRICITE PLAFONDS LUMIERE;380428011;49;4718343;556;Virement;02/05/2023;370,23;370,23;0;Paiement affecté;67925987;-;;ELECTRICITE PLAFONDS LUMIERE       ;plusieurs documents associées;SOLDE
ELECTRICITE PLAFONDS LUMIERE;380428011;49;4718343;556;Virement;02/05/2023;555,01;555,01;0;Paiement affecté;67925981;-;;ELECTRICITE PLAFONDS LUMIERE       ;202302073;Facture
ELECTRICITE GENERALE PETRE;389393083;32;6693894;4642;Virement;02/05/2023;379,49;379,49;0;Paiement affecté;67925984;-;;SARL  ELECTRICITE GENERALE PETRE   ;202301911;Facture
SALUSTRA S A;668502156;15;4672952;8972;Virement;28/04/2023;1 021,14;1 021,14;0;Paiement affecté;67918202;-;;SALUSTRA SA                        ;plusieurs documents associées;SOLDE
SEGPP;784461899;22;5052883;1316;Virement;28/04/2023;703,56;703,56;0;Paiement affecté;67918203;-;;SEGPP                              ;202301200;Facture
REVET ELECTRIC;881667810;17;7002537;15731;Virement;28/04/2023;299,4;299,4;0;Paiement affecté;67918205;-;;REVET ELECTRIC                     ;202300733;Facture
REVET ELECTRIC;881667810;17;7002537;15731;Virement;28/04/2023;160,99;160,99;0;Paiement affecté;67918206;-;;REVET ELECTRIC                     ;202301102;Facture
